"","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"645",0,1,0,0,0,0,0,0,0,0,1,2,4,2,1,4,4,3,1,3
"646",1,0,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,1,4
"647",0,0,0,0,1,1,1,0,0,1,4,4,4,4,4,4,3,2,3,1
"648",0,0,0,1,0,1,1,1,0,1,1,4,4,4,4,4,4,2,1,3
"649",0,0,0,0,0,0,0,0,0,0,3,2,2,4,3,1,2,2,3,3
"650",0,1,0,0,0,1,1,0,0,0,4,4,4,3,3,4,3,3,1,4
"651",1,1,1,0,1,1,1,0,1,1,1,4,4,4,4,4,4,4,4,0
"652",0,0,1,1,1,1,1,1,0,1,4,4,4,4,3,4,4,4,4,4
"653",1,0,1,0,1,1,1,1,0,1,3,4,4,4,4,3,4,4,4,4
"654",1,0,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,2,4,4
"655",1,0,1,1,0,1,1,1,0,1,3,4,4,2,3,4,4,4,1,2
"656",0,0,0,0,1,0,1,1,1,0,3,2,2,4,1,4,3,3,1,1
"657",0,0,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,1,1
"658",0,0,1,0,0,1,1,1,0,1,1,2,4,3,3,2,2,3,1,2
"659",1,1,0,0,0,1,1,1,0,1,4,4,4,4,4,4,4,3,3,4
"660",0,0,0,1,0,1,0,0,0,0,1,4,2,3,1,4,1,3,1,2
"661",0,0,0,1,0,1,1,0,0,1,3,2,4,3,3,4,3,3,1,1
"662",0,0,1,1,1,1,1,1,1,1,3,2,4,3,4,4,2,2,1,1
"663",0,0,0,0,0,1,1,0,0,1,3,4,2,4,4,2,3,2,3,3
"664",0,0,0,1,1,1,1,0,0,0,3,4,4,2,4,4,4,2,1,2
"665",0,0,0,1,1,1,1,0,0,1,4,1,4,4,3,4,3,4,4,4
"666",0,0,0,0,1,0,1,0,0,1,3,2,2,3,4,3,1,1,3,3
"667",1,0,0,0,1,0,0,0,0,0,3,2,2,2,1,2,1,3,1,2
"668",1,0,0,0,1,1,0,0,0,0,1,2,2,2,3,2,2,0,1,3
"669",1,0,1,0,1,1,1,0,0,1,4,1,4,4,4,2,3,3,3,4
"670",1,0,0,0,1,0,1,0,0,0,4,1,4,4,4,3,4,3,4,3
"671",1,0,0,0,0,1,0,0,0,0,1,2,2,3,4,4,4,4,2,4
"672",0,1,0,1,0,1,0,1,0,0,3,4,4,4,3,3,4,2,1,3
"673",0,0,0,1,1,1,1,0,0,0,3,4,2,3,3,2,3,2,1,2
"674",0,0,0,0,1,1,1,1,0,0,3,2,2,3,1,4,3,4,4,2
"675",0,1,0,1,1,0,1,1,1,0,1,4,4,2,4,4,4,4,3,3
"676",0,0,1,1,0,0,1,0,0,1,4,4,4,2,4,4,2,4,4,4
"677",0,0,1,1,1,0,1,1,0,0,3,2,4,0,4,4,3,4,1,2
"678",1,0,0,0,0,0,0,0,0,0,1,3,2,1,2,2,3,3,2,0
"679",0,0,0,0,1,0,0,1,0,0,1,2,2,1,3,1,3,2,2,3
"680",1,0,0,0,1,0,1,1,1,0,3,4,2,4,3,1,1,2,3,4
"681",0,0,0,1,0,0,0,0,0,0,2,2,4,3,3,2,3,1,3,3
"682",0,0,0,0,1,1,1,1,0,1,3,4,4,3,3,2,1,3,4,0
"683",0,0,1,1,0,0,1,1,0,1,3,2,4,4,4,4,2,3,1,3
"684",0,0,0,0,0,0,1,0,0,1,3,2,4,3,4,4,3,1,4,1
"685",0,0,0,0,1,0,1,1,0,0,1,1,4,4,2,3,4,2,1,3
"686",0,0,0,0,1,0,1,1,0,1,3,4,4,3,4,3,3,2,1,3
"687",0,0,0,0,1,1,1,0,0,0,3,2,2,1,1,4,3,1,1,0
"688",0,0,1,0,0,1,1,1,0,1,3,4,4,4,4,4,4,3,2,0
"689",0,0,0,0,1,1,1,1,0,1,3,2,2,3,4,3,2,2,4,1
"690",0,0,0,0,0,1,1,1,0,0,1,2,2,2,3,2,1,3,3,2
"691",1,0,0,0,0,0,1,1,1,1,3,2,2,4,3,2,3,2,4,1
"692",1,1,1,1,1,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4
"693",1,0,0,1,0,0,1,1,0,1,4,2,4,4,4,4,3,1,4,4
"694",0,0,1,1,1,1,1,0,0,1,3,4,4,4,4,4,4,4,1,1
"695",0,0,1,1,1,1,1,1,0,1,3,4,4,2,4,4,3,4,1,3
"696",1,0,0,0,1,1,1,0,0,1,3,4,4,2,4,3,4,4,3,2
"697",0,0,0,0,0,1,0,1,1,0,3,1,4,4,2,2,1,2,1,3
"698",0,1,1,0,0,1,1,0,1,1,4,4,4,4,4,4,3,3,0,3
"699",1,0,0,0,1,1,1,0,0,0,3,2,4,3,3,1,2,4,1,1
"700",0,0,0,1,1,0,0,0,0,0,4,2,2,2,1,3,2,3,0,3
"701",1,0,1,1,0,1,1,1,0,1,3,4,2,4,3,2,4,4,1,3
"702",0,0,0,1,1,0,1,1,0,1,3,4,4,4,3,1,4,4,3,1
"703",1,0,0,1,0,1,1,1,0,1,4,2,4,3,3,4,3,4,4,2
"704",0,0,0,0,0,1,1,1,0,1,1,3,4,4,3,4,4,4,2,1
"705",0,0,1,1,1,0,0,0,1,0,1,4,2,3,1,4,3,3,1,2
"706",1,1,1,1,1,1,1,1,1,0,4,4,2,4,4,4,4,4,2,4
"707",0,0,0,1,1,1,1,0,1,0,1,4,2,2,1,2,2,2,1,3
"708",0,0,1,1,1,1,1,1,1,0,3,4,4,4,4,4,4,4,1,3
"709",0,0,1,0,1,1,1,1,0,1,4,4,4,4,4,4,2,0,2,3
"710",0,0,1,0,1,1,1,1,1,0,3,4,4,4,4,4,4,4,4,4
"711",0,0,1,0,0,1,1,0,0,1,3,1,4,2,4,4,2,4,3,3
"712",0,0,0,1,0,1,1,0,0,1,2,4,4,3,3,2,3,2,1,1
"713",0,0,1,0,1,1,1,1,0,1,3,2,2,3,3,4,4,4,3,3
"714",1,0,1,1,0,1,1,1,1,1,3,2,4,3,4,4,4,4,2,2
"715",0,0,0,1,0,1,0,0,1,1,1,4,2,4,3,3,2,3,2,3
"716",0,0,1,0,0,0,1,0,0,0,3,4,4,3,4,2,2,3,3,2
"717",1,0,0,0,0,1,1,0,0,0,3,3,4,4,3,2,2,1,3,3
"718",0,0,0,1,1,0,1,0,1,0,3,2,4,2,3,2,2,4,1,4
"719",1,0,0,0,0,0,1,1,0,1,4,4,4,4,4,4,2,4,1,2
"720",0,0,0,0,0,0,1,0,0,0,1,1,2,4,4,2,1,2,0,1
"721",0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,3,0,1,3,2
"722",0,0,0,1,0,0,1,0,1,1,2,4,4,3,3,2,1,1,3,3
"723",1,0,1,0,1,0,1,0,0,0,2,4,4,3,3,2,4,3,2,3
"724",1,0,1,0,1,1,1,1,0,1,3,4,4,4,3,2,3,4,2,3
"725",0,0,1,1,1,1,1,0,0,1,3,4,4,4,1,4,4,3,3,2
"726",1,0,0,0,1,0,0,0,1,0,3,2,2,3,3,2,3,3,2,3
"727",1,0,0,1,1,0,0,1,0,0,1,4,4,2,1,4,2,3,1,1
"728",0,0,1,1,1,1,0,1,0,1,4,2,4,3,4,3,2,4,0,2
"729",0,0,0,0,1,0,1,0,0,0,3,4,4,4,3,2,3,3,2,2
"730",0,0,0,0,1,0,1,0,0,1,3,4,4,3,1,1,3,4,2,2
"731",0,0,0,0,0,0,1,0,0,0,3,4,4,4,1,2,3,3,2,1
"732",0,0,1,1,0,0,1,0,0,1,4,2,4,4,4,4,4,4,1,4
"733",1,0,1,1,1,0,1,0,0,1,3,4,4,4,4,3,2,2,4,1
"734",1,0,1,1,1,1,1,0,0,1,3,4,4,3,4,4,2,3,3,0
"735",0,0,1,0,0,1,1,0,0,0,4,4,4,3,4,4,3,2,0,2
"736",0,0,0,0,0,1,1,1,0,1,3,4,2,4,4,2,2,2,0,1
"737",1,0,0,0,0,0,0,0,1,1,3,2,1,3,1,4,1,1,3,4
"738",0,0,1,0,1,1,1,0,0,1,3,4,4,3,4,4,4,4,3,4
"739",0,0,0,0,0,1,1,0,0,0,2,1,3,2,4,3,2,0,2,2
"740",1,0,1,1,1,1,1,0,0,1,3,4,4,4,4,2,3,3,1,1
"741",1,0,1,0,0,1,1,1,0,0,4,4,4,4,4,4,4,4,0,3
"742",0,1,1,0,1,1,1,0,0,1,4,4,4,4,4,4,4,4,4,4
"743",1,0,1,0,0,1,1,1,0,1,4,4,4,4,4,2,4,3,2,3
"744",0,0,1,0,1,1,1,1,0,1,3,4,4,3,4,2,4,3,3,3
"745",0,0,0,1,1,0,0,0,0,1,3,4,4,2,1,3,3,2,1,0
"746",0,0,1,0,0,0,1,1,0,0,4,4,4,4,4,4,2,3,2,1
"747",0,0,0,1,0,1,1,0,0,0,3,4,4,2,1,4,4,3,1,1
"748",1,1,1,0,1,1,1,1,0,1,4,2,4,4,3,4,3,3,2,1
"749",1,0,1,0,1,0,1,0,0,1,1,2,4,2,3,2,3,1,1,1
"750",0,0,1,1,1,1,1,1,0,1,3,4,4,4,4,2,4,4,4,3
"751",0,0,0,1,0,1,1,1,0,1,2,4,4,3,4,4,3,3,3,4
"752",0,0,0,1,0,1,1,1,1,1,3,4,4,2,3,4,4,2,1,2
"753",0,0,1,1,0,1,0,0,0,0,1,4,4,2,1,4,3,2,1,3
"754",0,0,0,0,0,1,0,0,0,0,3,4,2,0,2,1,3,2,3,3
"755",0,1,1,0,1,1,1,1,0,1,3,4,4,3,4,4,2,3,3,2
"756",0,0,1,1,1,0,1,0,1,1,4,2,4,2,4,2,4,3,3,3
"757",1,0,0,0,1,1,1,1,0,0,4,4,4,4,4,4,4,3,2,3
"758",1,0,0,0,0,1,0,0,0,0,1,4,4,3,4,2,3,3,4,1
"759",0,0,0,1,0,1,1,0,0,1,1,4,4,3,3,2,2,3,2,1
"760",1,0,0,0,1,1,1,0,0,0,3,4,4,3,3,4,2,2,3,3
"761",1,0,1,0,0,0,0,0,0,1,3,4,2,4,3,2,1,2,0,2
"762",1,1,1,0,1,1,1,1,0,1,3,4,4,4,4,4,2,4,4,3
"763",0,0,1,0,0,0,1,1,0,0,4,1,4,3,4,2,2,4,1,1
"764",1,0,0,1,1,0,1,1,0,0,1,4,2,3,3,2,1,3,2,1
"765",1,0,0,0,1,1,1,1,1,1,2,4,4,4,4,3,2,1,1,1
"766",0,0,1,0,0,0,1,0,0,0,3,4,4,4,4,4,4,4,4,0
"767",0,0,1,0,0,0,1,1,0,1,3,2,2,4,3,3,2,2,3,1
"768",0,0,0,1,0,0,1,1,0,0,3,4,4,3,3,4,1,2,1,4
"769",0,0,0,1,1,0,0,0,0,0,3,4,4,2,1,2,3,1,1,1
"770",1,0,0,0,1,1,0,0,1,0,3,2,2,2,1,3,2,3,3,2
"771",1,0,1,1,1,0,1,0,0,1,3,4,4,1,4,3,3,3,3,0
"772",0,0,1,0,0,1,1,0,0,1,3,2,4,4,4,2,3,4,2,4
"773",0,0,0,1,0,1,1,1,0,1,3,4,4,2,4,2,2,3,3,3
"774",1,1,0,1,0,0,1,0,0,0,3,4,4,4,2,2,3,3,3,3
"775",1,0,1,0,0,0,0,1,0,0,3,3,4,4,3,3,1,3,2,2
"776",1,0,1,1,0,0,1,0,0,0,4,2,4,4,4,2,3,4,3,3
"777",0,0,0,0,0,1,1,1,0,0,1,4,4,4,3,2,1,3,3,0
"778",0,1,0,0,1,1,0,1,0,1,3,2,4,2,4,4,2,2,3,1
"779",0,0,1,1,1,1,1,1,0,1,3,4,4,3,4,4,4,4,3,4
"780",1,0,1,1,1,1,0,1,0,1,3,4,2,2,3,4,3,2,1,3
"781",0,0,1,0,1,0,1,0,0,1,3,1,2,2,3,0,2,2,3,2
"782",0,0,1,1,0,1,1,1,0,0,4,4,2,4,4,4,3,4,0,4
"783",0,0,1,0,1,1,1,1,0,1,3,4,4,3,3,2,3,2,4,4
"784",0,0,0,1,1,1,1,0,0,1,4,2,4,4,3,2,2,3,4,3
"785",1,0,0,1,0,1,1,0,0,1,1,2,4,4,3,4,3,4,4,1
"786",1,0,1,0,1,1,1,1,0,1,3,3,4,4,4,2,1,2,3,3
"787",0,0,1,1,0,0,1,1,1,0,3,4,4,4,3,3,4,3,4,2
"788",0,0,1,1,1,1,1,1,1,1,4,4,4,2,4,3,2,4,1,2
"789",0,1,0,0,1,1,1,1,0,0,3,4,4,3,4,2,3,3,4,3
"790",1,0,1,1,1,1,1,0,0,1,1,4,4,4,3,2,1,1,1,1
"791",1,0,1,1,1,1,1,1,1,1,4,4,4,3,4,4,2,3,1,4
"792",0,0,0,0,1,1,1,1,0,1,3,4,4,4,3,4,1,4,2,4
"793",0,0,1,0,0,1,1,0,0,1,3,4,4,3,4,1,0,4,2,0
"794",0,0,1,0,1,1,1,1,0,1,4,4,2,4,3,3,4,4,4,4
"795",1,0,0,1,0,1,1,1,1,1,3,4,4,3,4,3,2,2,1,3
"796",0,0,1,1,1,0,1,1,0,1,3,4,4,4,3,4,2,2,2,3
"797",1,0,0,1,0,1,1,0,0,1,3,4,4,2,2,2,4,4,2,4
"798",0,0,1,1,1,0,1,0,0,1,3,4,4,4,4,3,3,3,0,3
"799",0,0,0,0,0,0,1,0,1,1,1,4,2,2,2,1,0,3,3,2
"800",0,0,0,1,0,0,0,0,0,0,1,4,2,2,1,4,2,3,1,3
"801",0,0,1,0,1,1,0,1,1,1,1,2,4,3,4,1,4,1,3,1
"802",0,1,1,1,1,0,0,0,0,0,3,2,2,3,1,4,2,3,1,1
"803",1,0,1,0,0,1,1,0,0,0,3,4,2,3,4,4,2,3,2,3
"804",1,0,1,1,1,0,1,1,0,1,4,2,2,4,3,4,4,3,3,3
"805",0,0,0,0,0,0,0,1,0,0,3,4,2,2,3,2,3,2,2,2
"806",0,0,0,1,1,1,0,0,0,1,3,2,2,2,3,4,2,1,3,2
"807",1,0,1,0,1,1,1,0,0,1,3,4,4,4,4,4,3,4,4,4
"808",0,0,0,0,0,0,1,1,1,0,3,2,4,3,3,2,3,2,3,3
"809",1,0,1,0,0,0,1,1,1,1,4,2,4,3,4,4,4,3,1,2
"810",0,0,0,1,1,1,1,0,0,1,4,2,4,3,4,2,3,4,4,1
"811",1,0,0,0,0,0,1,0,1,0,3,4,4,1,3,4,4,2,3,0
"812",1,1,0,1,1,1,1,0,1,1,4,2,4,3,4,4,4,4,3,4
"813",0,1,1,1,1,1,1,0,0,0,3,2,4,3,3,4,4,4,1,3
"814",0,0,0,1,0,1,1,1,0,1,3,4,4,4,4,4,4,3,4,4
"815",0,0,0,0,1,1,1,1,0,0,3,4,4,3,1,3,2,3,1,1
"816",1,0,1,1,1,1,1,0,0,0,3,4,4,4,4,4,4,4,3,4
"817",0,0,0,1,0,1,0,0,0,1,1,2,2,3,3,3,1,4,3,1
"818",1,0,1,1,0,1,1,1,1,1,4,4,4,4,4,4,1,4,4,3
"819",1,0,1,1,0,1,1,1,1,1,4,4,4,4,3,4,4,4,4,4
"820",0,0,0,0,1,1,1,0,0,0,2,2,4,3,1,3,3,2,2,1
"821",1,0,0,1,1,1,0,0,0,1,1,1,2,2,3,2,4,3,3,2
"822",1,1,1,1,0,1,1,1,1,0,4,4,4,4,4,4,4,4,3,3
"823",0,0,0,0,0,1,0,0,0,0,3,4,2,1,3,1,1,3,3,2
"824",0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,2,4,1,1,2
"825",0,0,0,0,1,1,0,0,0,0,2,1,3,1,1,3,4,1,2,1
"826",0,0,0,0,1,1,1,0,0,1,4,4,4,4,4,3,2,4,2,4
"827",0,0,1,0,1,1,1,0,0,0,3,2,4,2,4,4,4,4,1,4
"828",1,0,1,1,0,1,1,1,0,1,4,4,4,4,3,4,3,3,4,4
"829",1,0,0,0,0,1,1,0,0,1,3,3,3,2,4,0,1,3,2,3
"830",1,0,0,1,0,1,1,1,1,0,3,1,4,3,2,1,2,2,1,0
"831",1,0,1,0,0,0,1,0,0,0,3,4,4,2,3,1,2,2,3,1
"832",0,0,0,0,0,1,1,1,1,1,3,4,2,4,3,2,2,3,0,3
"833",1,0,0,0,0,1,1,0,0,1,3,4,4,4,3,2,2,3,3,4
"834",1,0,1,0,1,1,1,1,0,1,4,2,4,4,3,4,3,4,1,4
"835",1,0,1,1,0,1,1,1,1,1,1,1,4,4,4,3,2,3,1,4
"836",0,0,0,1,1,1,1,1,0,1,3,2,2,3,3,2,3,3,1,3
"837",0,0,1,0,1,1,1,1,0,1,4,4,4,4,4,4,3,3,2,0
"838",1,1,0,1,0,1,1,1,0,1,3,2,4,4,4,1,4,4,4,4
"839",1,0,0,0,0,1,0,1,0,0,1,3,2,3,2,1,2,3,2,4
"840",0,1,1,0,0,1,1,0,0,1,4,4,4,3,4,4,4,4,4,4
"841",0,0,0,0,0,1,1,1,0,0,3,2,4,3,4,4,3,2,1,3
"842",0,0,1,0,1,0,1,1,0,1,4,4,4,4,4,4,3,2,1,4
"843",1,0,1,0,1,1,1,1,0,1,1,2,4,3,3,3,3,4,1,3
"844",0,0,1,1,0,0,0,1,0,0,2,4,2,3,4,2,1,3,3,1
"845",1,0,1,0,1,1,1,1,0,1,3,4,4,3,3,4,4,4,4,4
"846",1,0,1,1,0,1,1,1,1,0,3,4,4,4,3,4,4,4,3,4
"847",1,0,1,1,1,1,1,1,0,1,1,4,4,2,3,3,4,3,3,3
"848",0,1,1,0,1,1,1,1,0,1,4,2,4,4,4,4,4,4,4,0
"849",0,1,1,0,1,0,1,0,0,0,4,4,4,4,3,4,2,1,1,1
"850",1,0,1,0,0,1,1,0,0,1,4,4,4,4,4,4,4,4,1,4
"851",0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,2,1,2,1,2
"852",0,0,0,0,0,0,1,0,0,0,1,4,2,2,4,2,3,3,3,1
"853",0,0,0,1,0,0,0,0,0,1,1,2,2,2,2,1,4,2,3,1
"854",1,0,1,1,1,1,1,1,0,0,1,4,4,4,3,4,4,3,3,2
"855",0,0,0,0,1,0,0,0,1,0,1,3,2,3,4,1,4,3,4,2
"856",1,0,1,1,1,1,1,1,0,1,3,4,4,3,3,2,3,3,2,0
"857",0,0,0,0,0,1,0,0,0,0,2,2,2,1,3,3,2,3,1,1
"858",1,0,0,0,0,1,1,1,0,1,3,4,4,3,4,2,2,3,3,0
"859",0,0,0,0,0,1,1,0,0,1,3,2,2,4,1,3,3,2,3,2
"860",1,0,0,1,0,1,1,1,1,1,3,4,4,2,1,4,3,4,2,2
"861",0,0,1,0,0,1,1,1,0,0,3,2,4,2,3,2,2,2,2,1
"862",0,0,0,0,1,0,0,1,0,0,3,2,4,2,1,3,2,3,2,2
"863",0,0,0,1,0,1,1,0,0,1,3,4,4,3,4,4,4,3,1,4
"864",1,0,0,0,1,0,0,1,0,1,0,2,2,2,1,2,4,1,2,1
"865",0,0,0,0,1,1,1,1,0,0,3,2,2,2,1,2,3,3,1,2
"866",0,0,0,1,1,1,1,1,0,0,3,4,4,4,3,4,3,2,2,3
"867",0,0,1,0,0,1,1,0,0,1,4,4,4,4,4,4,2,4,4,4
"868",1,0,1,0,1,0,1,0,0,1,3,4,4,4,4,2,4,1,3,3
"869",1,1,1,1,1,1,1,1,0,1,3,4,4,3,4,4,4,4,4,4
"870",1,0,0,1,1,0,1,1,0,1,4,4,4,3,4,4,4,4,4,1
"871",0,0,0,0,1,0,0,0,0,0,1,4,2,3,4,2,3,1,3,2
"872",0,0,1,0,1,1,0,0,0,0,3,2,2,3,3,4,3,3,3,3
"873",1,0,0,0,0,1,1,1,0,1,3,2,4,3,4,4,4,4,2,4
"874",0,0,1,1,1,1,1,0,0,1,3,4,4,3,3,2,3,4,2,4
"875",0,1,0,1,1,1,1,0,0,0,3,4,4,3,1,3,2,2,1,3
"876",0,1,0,0,0,0,0,0,0,0,3,3,2,1,3,1,2,2,2,1
"877",0,0,1,1,0,1,1,1,0,0,1,4,3,4,4,2,2,4,2,2
"878",0,0,0,0,1,1,1,0,1,0,3,4,2,4,1,2,2,1,3,3
"879",1,0,0,0,1,1,1,0,0,0,4,2,4,4,4,4,4,4,4,4
"880",1,0,0,0,0,0,1,1,0,0,2,4,2,3,1,2,4,1,1,1
"881",1,0,0,0,1,0,0,0,1,0,3,2,3,3,1,1,2,1,1,3
"882",0,0,0,0,1,1,1,0,0,1,3,2,2,2,2,2,3,2,3,2
"883",0,0,0,0,1,1,1,0,0,1,3,4,4,3,4,4,3,4,3,1
"884",0,0,1,0,0,1,1,0,0,1,3,4,4,4,2,1,2,3,1,4
"885",0,0,1,1,1,1,1,0,0,1,3,4,4,4,3,4,2,2,3,2
"886",0,0,0,1,1,1,1,1,1,1,4,4,4,3,1,2,3,4,3,4
"887",1,0,1,0,1,1,0,0,0,1,3,4,4,2,3,4,2,4,3,3
"888",0,0,0,0,0,0,0,0,0,0,3,1,2,2,3,2,2,3,2,1
"889",1,1,1,0,0,0,1,0,0,0,4,3,2,4,3,4,1,4,4,4
"890",0,0,0,1,0,1,1,1,0,0,3,2,4,1,1,2,2,4,3,4
"891",0,0,0,1,1,0,1,1,0,0,3,4,4,3,3,3,3,3,1,3
"892",0,0,0,1,1,1,1,1,1,1,3,4,4,2,1,3,3,4,4,4
"893",0,0,0,0,1,0,1,0,0,1,4,4,4,4,4,4,4,3,2,1
"894",1,0,1,1,0,1,1,0,0,1,4,4,4,4,4,4,3,4,3,3
"895",1,0,1,0,1,1,1,0,0,1,4,4,4,2,3,4,1,3,0,1
"896",1,0,0,0,1,0,1,1,0,0,3,2,4,4,4,4,3,3,4,2
"897",1,0,1,1,1,0,1,0,1,1,1,4,4,3,3,4,4,4,4,4
"898",0,0,1,0,0,1,1,0,0,0,3,2,4,2,3,4,4,1,3,0
"899",1,0,0,0,0,1,0,0,0,1,3,3,4,3,1,2,3,3,2,1
"900",0,0,1,0,1,0,1,1,0,0,2,3,4,3,3,4,2,3,4,1
"901",0,0,0,0,0,0,1,0,0,1,3,2,2,1,3,2,3,3,3,2
"902",1,0,0,1,1,1,1,1,0,1,3,4,2,2,3,2,4,4,1,2
"903",0,0,0,0,1,0,1,0,0,0,1,2,4,3,1,2,3,4,3,3
"904",0,0,1,0,0,1,1,1,0,1,3,2,4,2,2,4,3,4,2,4
"905",0,0,1,0,0,0,1,1,0,1,4,4,4,3,4,1,3,4,2,3
"906",1,0,1,1,1,1,1,0,0,1,3,4,4,4,4,4,4,4,1,4
"907",0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,4,3,3,1,3
"908",1,0,1,0,0,1,1,1,0,0,4,4,4,3,4,4,4,4,1,2
"909",1,0,1,0,1,0,1,1,0,0,4,4,4,4,3,4,4,2,4,1
"910",1,0,0,1,0,1,1,0,0,1,4,4,2,4,4,4,3,3,2,0
"911",0,0,0,0,0,1,1,0,0,1,4,4,4,4,4,4,4,4,4,2
"912",0,0,0,0,0,1,1,0,0,1,1,1,2,3,3,2,2,3,2,0
"913",0,0,1,1,0,0,1,0,0,0,3,1,4,4,3,3,2,2,0,0
"914",0,0,0,1,1,0,0,0,0,0,4,4,4,3,1,4,2,3,3,2
"915",0,0,0,0,1,0,1,1,0,1,3,2,1,3,3,2,0,2,3,4
"916",0,0,0,0,0,1,1,0,0,0,3,2,2,2,3,3,3,1,3,2
"917",1,0,0,0,0,0,0,0,0,0,2,1,4,4,3,2,2,2,1,2
"918",1,1,1,0,0,0,1,0,0,1,4,4,2,4,4,4,4,3,0,2
"919",0,0,1,1,1,1,1,1,0,0,3,4,4,4,3,4,4,4,4,4
"920",0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,3,1,3,1
"921",0,0,0,1,1,1,1,1,0,1,3,4,4,4,1,3,3,3,2,2
"922",0,0,0,0,0,1,1,0,0,0,3,3,4,2,1,2,4,3,1,2
"923",0,0,0,1,0,1,1,1,0,1,4,2,2,3,4,4,3,3,2,3
"924",0,0,0,0,1,1,1,1,0,1,4,4,2,4,3,4,2,4,3,4
"925",0,0,1,0,1,0,0,1,0,0,3,2,2,2,3,4,3,3,3,1
"926",0,0,1,0,1,1,1,0,0,0,3,4,4,4,4,2,4,4,3,4
"927",0,0,1,0,1,1,1,1,0,1,3,4,4,0,3,2,3,4,1,4
"928",0,0,1,1,1,1,1,1,1,1,3,4,4,4,1,4,2,4,1,1
"929",0,0,1,0,1,0,0,1,0,0,3,4,4,2,4,2,3,4,4,4
"930",0,0,1,0,1,1,1,1,0,0,3,4,4,2,3,2,3,3,3,3
"931",0,0,0,0,1,1,1,0,0,1,1,2,2,3,1,2,3,2,3,3
"932",1,0,0,1,0,1,1,0,0,1,1,4,2,2,3,4,4,3,1,3
"933",0,0,1,1,0,0,1,1,0,0,3,4,4,3,4,2,3,3,2,1
"934",0,0,0,0,0,1,1,0,0,1,1,4,4,4,3,4,2,4,2,3
"935",0,0,1,0,1,1,1,1,1,1,4,2,4,4,4,4,3,3,4,4
"936",1,0,0,0,1,1,1,0,0,1,3,2,4,4,3,2,1,3,3,0
"937",0,0,0,1,1,1,1,0,0,1,3,4,4,4,3,1,2,2,1,0
"938",1,0,1,0,0,1,1,0,0,0,3,4,4,2,4,2,3,4,4,4
"939",0,0,0,0,0,1,1,0,0,0,1,2,2,0,1,2,2,3,2,4
"940",0,0,0,1,0,1,1,1,0,1,3,4,2,1,3,1,2,3,3,4
"941",0,1,1,0,1,1,0,0,1,1,4,3,4,3,3,2,2,2,1,3
"942",0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,2,1,1,3,2
"943",0,0,0,1,1,0,1,0,0,0,3,2,2,3,3,3,2,3,0,2
"944",1,1,0,1,1,0,0,1,0,1,1,2,2,1,3,2,1,3,1,1
"945",0,0,1,1,1,1,1,0,0,0,1,2,2,2,3,4,4,4,1,0
"946",1,1,1,0,0,1,0,1,1,0,4,4,4,4,4,3,4,4,4,4
"947",1,0,1,1,0,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3
"948",0,1,1,1,1,1,1,0,0,1,4,4,4,3,4,4,4,4,2,4
"949",1,0,1,1,1,1,1,1,0,1,4,1,4,3,3,4,3,4,4,3
"950",0,0,0,0,0,0,1,1,0,0,3,4,2,3,1,1,2,2,4,2
"951",0,0,0,0,0,1,1,0,0,0,4,4,4,3,4,4,2,4,4,3
"952",0,0,0,0,0,0,1,1,1,1,3,2,4,4,3,2,2,3,1,3
"953",0,0,0,1,1,1,1,1,0,1,1,4,4,3,3,4,4,4,1,3
"954",1,0,0,0,1,0,1,0,1,0,3,3,2,0,1,2,3,3,3,4
"955",0,1,1,0,1,1,1,1,0,1,3,4,4,4,4,4,3,4,4,4
"956",1,0,0,0,0,1,1,1,1,0,3,2,2,3,1,2,4,0,3,3
"957",0,0,0,0,0,1,1,1,1,0,1,4,4,4,1,3,3,3,3,3
"958",0,0,0,1,0,0,0,1,0,0,3,2,4,2,3,2,2,3,3,1
"959",0,0,1,0,1,0,0,1,0,0,3,4,4,2,4,4,2,3,2,2
"960",0,0,0,1,1,1,1,1,1,1,1,4,2,3,3,4,4,4,4,2
"961",1,0,0,0,1,0,0,0,1,0,1,3,2,2,3,2,2,1,4,2
"962",0,0,0,0,1,1,1,0,0,1,4,4,4,4,1,4,4,4,0,2
"963",0,0,0,0,0,0,0,0,0,0,3,4,4,2,4,1,2,4,2,3
"964",0,0,1,0,0,1,1,1,0,0,4,4,4,4,4,3,3,4,2,2
"965",1,0,1,1,1,0,1,1,0,0,3,4,4,4,4,4,4,4,4,3
"966",0,0,0,0,0,1,1,1,0,1,3,4,4,4,3,4,4,4,4,4
"967",0,0,0,0,0,1,1,0,0,0,3,2,2,2,3,4,3,1,1,2
